seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,item,area,year,period,periodName,value
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M01', 'periodName': 'January', 'value': '231.679', 'footnotes': [{}]}",U.S. city average,2013,M01,January,231.679
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M12', 'periodName': 'December', 'value': '231.221', 'footnotes': [{}]}",U.S. city average,2012,M12,December,231.221
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M11', 'periodName': 'November', 'value': '231.249', 'footnotes': [{}]}",U.S. city average,2012,M11,November,231.249
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M10', 'periodName': 'October', 'value': '231.638', 'footnotes': [{}]}",U.S. city average,2012,M10,October,231.638
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M09', 'periodName': 'September', 'value': '231.015', 'footnotes': [{}]}",U.S. city average,2012,M09,September,231.015
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M08', 'periodName': 'August', 'value': '229.918', 'footnotes': [{}]}",U.S. city average,2012,M08,August,229.918
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M07', 'periodName': 'July', 'value': '228.590', 'footnotes': [{}]}",U.S. city average,2012,M07,July,228.590
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M06', 'periodName': 'June', 'value': '228.524', 'footnotes': [{}]}",U.S. city average,2012,M06,June,228.524
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M05', 'periodName': 'May', 'value': '228.713', 'footnotes': [{}]}",U.S. city average,2012,M05,May,228.713
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M04', 'periodName': 'April', 'value': '229.187', 'footnotes': [{}]}",U.S. city average,2012,M04,April,229.187
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M03', 'periodName': 'March', 'value': '228.807', 'footnotes': [{}]}",U.S. city average,2012,M03,March,228.807
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M02', 'periodName': 'February', 'value': '228.329', 'footnotes': [{}]}",U.S. city average,2012,M02,February,228.329
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2012', 'period': 'M01', 'periodName': 'January', 'value': '227.842', 'footnotes': [{}]}",U.S. city average,2012,M01,January,227.842
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M12', 'periodName': 'December', 'value': '227.223', 'footnotes': [{}]}",U.S. city average,2011,M12,December,227.223
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M11', 'periodName': 'November', 'value': '227.169', 'footnotes': [{}]}",U.S. city average,2011,M11,November,227.169
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M10', 'periodName': 'October', 'value': '226.750', 'footnotes': [{}]}",U.S. city average,2011,M10,October,226.750
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M09', 'periodName': 'September', 'value': '226.597', 'footnotes': [{}]}",U.S. city average,2011,M09,September,226.597
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M08', 'periodName': 'August', 'value': '226.106', 'footnotes': [{}]}",U.S. city average,2011,M08,August,226.106
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M07', 'periodName': 'July', 'value': '225.395', 'footnotes': [{}]}",U.S. city average,2011,M07,July,225.395
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M06', 'periodName': 'June', 'value': '224.806', 'footnotes': [{}]}",U.S. city average,2011,M06,June,224.806
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M05', 'periodName': 'May', 'value': '224.806', 'footnotes': [{}]}",U.S. city average,2011,M05,May,224.806
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M04', 'periodName': 'April', 'value': '224.093', 'footnotes': [{}]}",U.S. city average,2011,M04,April,224.093
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M03', 'periodName': 'March', 'value': '223.046', 'footnotes': [{}]}",U.S. city average,2011,M03,March,223.046
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M02', 'periodName': 'February', 'value': '221.898', 'footnotes': [{}]}",U.S. city average,2011,M02,February,221.898
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2011', 'period': 'M01', 'periodName': 'January', 'value': '221.187', 'footnotes': [{}]}",U.S. city average,2011,M01,January,221.187
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M12', 'periodName': 'December', 'value': '220.472', 'footnotes': [{}]}",U.S. city average,2010,M12,December,220.472
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M11', 'periodName': 'November', 'value': '219.590', 'footnotes': [{}]}",U.S. city average,2010,M11,November,219.590
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M10', 'periodName': 'October', 'value': '219.035', 'footnotes': [{}]}",U.S. city average,2010,M10,October,219.035
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M09', 'periodName': 'September', 'value': '218.275', 'footnotes': [{}]}",U.S. city average,2010,M09,September,218.275
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M08', 'periodName': 'August', 'value': '217.923', 'footnotes': [{}]}",U.S. city average,2010,M08,August,217.923
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M07', 'periodName': 'July', 'value': '217.605', 'footnotes': [{}]}",U.S. city average,2010,M07,July,217.605
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M06', 'periodName': 'June', 'value': '217.199', 'footnotes': [{}]}",U.S. city average,2010,M06,June,217.199
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M05', 'periodName': 'May', 'value': '217.290', 'footnotes': [{}]}",U.S. city average,2010,M05,May,217.290
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M04', 'periodName': 'April', 'value': '217.403', 'footnotes': [{}]}",U.S. city average,2010,M04,April,217.403
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M03', 'periodName': 'March', 'value': '217.353', 'footnotes': [{}]}",U.S. city average,2010,M03,March,217.353
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M02', 'periodName': 'February', 'value': '217.281', 'footnotes': [{}]}",U.S. city average,2010,M02,February,217.281
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2010', 'period': 'M01', 'periodName': 'January', 'value': '217.488', 'footnotes': [{}]}",U.S. city average,2010,M01,January,217.488
